ID	Language_ID	Parameter_ID	Form	Segments	BorrowedScore	Essential	Borrowability
37-4-841-1	37	4-841	kalintura	k a l i n d u ɾ a	1.0	False	0.306843540788
37-4-842-1	37	4-842	kutu	k u t u	0.0	False	0.140625
37-4-843-1	37	4-843	rumas	ʐ u m a s	1.0	False	0.194552529183
37-4-85-1	37	4-850	chugri	tʃ u g ɾ i	0.0	False	0.152249134948
37-4-852-1	37	4-852	raumarishka	ʐ a u m a ɾ i ʃ k a	0.0	False	0.0700389105058
37-4-853-1	37	4-853	pungi	p u ŋ g i	0.0	False	0.117346938776
37-4-854-1	37	4-854	shijshi	ʃ i x ʃ i	0.0	False	0.0925196850394
37-4-855-1	37	4-855	chupu	tʃ u p u	0.0	False	0.0963855421687
37-4-856-1	37	4-856	chupu	tʃ u p u	0.0	False	0.130555555556
37-4-857-1	37	4-857	kiya	k i j a	0.0	False	0.119771863118
37-4-86-1	37	4-860	aliyana	a l i j a n a	0.0	False	0.186868686869
37-4-87-1	37	4-870	jambik	x a m b i k	0.0	False	0.591304347826
37-4-88-1	37	4-880	jambi	x a m b i	0.0	False	0.421568627451
37-4-89-1	37	4-890	bininu	b i n i n u	1.0	False	0.443060498221
37-4-91-1	37	4-910	shaijushka	ʃ a i x u ʃ k a	0.0	False	0.196942446043
37-4-912-1	37	4-912	samana	s a m a n a	0.0	False	0.211895910781
37-4-92-1	37	4-920	killa	k i ʒ a	0.0	False	0.235207100592
37-4-93-1	37	4-930	lluchu uma	ʒ u tʃ u # u m a	0.0	False	0.193708609272
37-4-94-1	37	4-940	kibishka	k i b i ʃ k a	0.0	False	0.178571428571
37-4-95-1	37	4-950	surdu	s u ɾ d u	1.0	False	0.157608695652
37-4-96-1	37	4-960	upa	u p a	0.0	False	0.11875
37-4-97-1	37	4-970	ñausa	ɲ a u s a	0.0	False	0.10989010989
37-4-98-1	37	4-980	machashka	m a tʃ a ʃ k a	0.0	False	0.0679611650485
37-4-99-1	37	4-990	lluchu	ʒ u tʃ u	0.0	False	0.078431372549
37-5-11-1	37	5-110	mikuna	m i k u n a	0.0	True	0.0801886792453
37-5-12-1	37	5-120	mikuna	m i k u n a	0.0	False	0.174603174603
37-5-121-1	37	5-121	yanushka	j a n u ʃ k a	0.0	False	0.063679245283
37-5-122-1	37	5-122	chawa	tʃ a w a	0.0	False	0.0548128342246
37-5-123-1	37	5-123	fukushka	ɸ u k u ʃ k a	0.0	False	0.094512195122
37-5-124-1	37	5-124	llullu	ʒ u ʒ u	0.0	False	0.1
37-5-125-1	37	5-125	ismushka	i s m u ʃ k a	0.0	False	0.157442748092
37-5-13-1	37	5-130	ufiana	u ɸ i a n a	0.0	True	0.0956175298805
37-5-14-1	37	5-140	yarjana	j a ɾ x a n a	0.0	False	0.0302197802198
37-5-141-1	37	5-141	yarjay	j a ɾ x a j	0.0	False	0.172297297297
37-5-15-1	37	5-150	yakuyana	j a k u j a n a	0.0	False	0.0697674418605
37-5-16-1	37	5-160	chupana	tʃ u p a n a	1.0	True	0.0596252129472
37-5-18-1	37	5-180	akuna	a k u n a	0.0	False	0.0738636363636
37-5-181-1	37	5-181	millpuna	m i ʒ p u n a	0.0	False	0.077380952381
37-5-19-1	37	5-190	awana	a w a n a	1.0	False	0.173267326733
37-5-21-1	37	5-210	yanuna	j a n u n a	0.0	False	0.182862190813
37-5-22-1	37	5-220	timbuna	t i m b u n a	0.0	False	0.175585284281
37-5-23-1	37	5-230	kusana	k u s a n a	0.0	False	0.279197080292
37-5-24-1	37	5-240	kusana	k u s a n a	0.0	False	0.157894736842
37-5-25-1	37	5-250	jurnu	x u ɾ n u	1.0	False	0.513888888889
37-5-26-1	37	5-260	manga	m a ŋ g a	0.0	False	0.327556325823
37-5-27-1	37	5-270	manga	m a ŋ g a	0.0	False	0.678038379531
37-5-28-1	37	5-280	bichi	b i tʃ i	0.75	False	0.548913043478
37-5-31-1	37	5-310	platu	p l a t u	1.0	False	0.549744897959
37-5-32-1	37	5-320	platu	p l a t u	1.0	False	0.538551401869
37-5-33-1	37	5-330	pilchi	p i l tʃ i	0.0	False	0.558928571429
37-5-34-1	37	5-340	jundu	x u n d u	0.0	False	0.402826855124
37-5-35-1	37	5-350	pilchi	p i l tʃ i	0.0	False	0.615384615385
37-5-36-1	37	5-360	platillu	p l a t i ʒ u	1.0	False	0.5
37-5-37-1	37	5-370	kuchara	k u tʃ a ɾ a	1.0	False	0.40099009901
37-5-38-1	37	5-380	kuchillu	k u tʃ i ʒ u	1.0	False	0.256711409396
37-5-39-1	37	5-390	tenedur	t e n e d u ɾ	1.0	False	0.543902439024
37-5-41-1	37	5-410	mikuna	m i k u n a	0.0	False	0.138339920949
37-5-42-1	37	5-420	shungunchina	ʃ u ŋ g u n dʒ i n a	0.0	False	0.257985257985
37-5-43-1	37	5-430	almuza	a l m u z a	1.0	False	0.255376344086
37-5-44-1	37	5-440	sina	s i n a	1.0	False	0.181503889369
37-5-45-1	37	5-450	sina	s i n a	1.0	False	0.188356164384
37-5-46-1	37	5-460	llushtina	ʒ u ʃ t i n a	0.0	False	0.14606741573
37-5-47-1	37	5-470	shushuna	ʃ u ʃ u n a	0.0	False	0.169300225734
37-5-48-1	37	5-480	aspina	a s p i n a	0.0	False	0.0927272727273
37-5-49-1	37	5-490	chapuna	tʃ a p u n a	0.0	False	0.126420454545
37-5-51-1	37	5-510	tanda	t a n d a	0.0	False	0.478747203579
37-5-53-1	37	5-530	masa	m a s a	1.0	False	0.308641975309
37-5-54-1	37	5-540	masana	m a s a n a	1.0	False	0.151573292402
37-5-55-1	37	5-550	jaku	x a k u	0.0	False	0.349514563107
37-5-56-1	37	5-560	kutana	k u t a n a	0.0	True	0.0813069908815
37-5-57-1	37	5-570	kutana	k u t a n a	0.0	False	0.296391752577
37-5-58-1	37	5-580	kutuk rumi	k u t u k # ɾ u m i	0.0	False	0.182098765432
37-5-59-1	37	5-590	kutuk rumi	k u t u k # ɾ u m i	0.0	False	0.153846153846
37-5-61-1	37	5-610	aycha	a j tʃ a	0.0	False	0.126911314985
37-5-64-1	37	5-640	mikuna	m i k u n a	0.0	False	0.530809859155
37-5-65-1	37	5-650	yuyu	j u j u	0.0	False	0.255705635771
37-5-66-1	37	5-660	purutu	p u ɾ u t u	0.0	False	0.405882352941
37-5-7-1	37	5-700	papa	p a p a	0.0	False	0.421551724138
37-5-71-1	37	5-710	muru	m u ɾ u	0.0	False	0.254592651757
37-5-712-1	37	5-712	mullapa	m u ʒ a p a	1.0	False	0.140167364017
37-5-75-1	37	5-750	igus	i g u s	1.0	False	0.55737704918
37-5-76-1	37	5-760	uba	u b a	1.0	False	0.459134615385
37-5-77-1	37	5-770	nuwis	n u w i s	1.0	False	0.273346303502
37-5-78-1	37	5-780	asituna	a s i t u n a	1.0	False	0.927083333333
37-5-79-1	37	5-790	asiyti	a s i j t i	1.0	False	0.599753694581
37-5-791-1	37	5-791	vira	β i ɾ a	0.0	True	0.180434782609
37-5-81-1	37	5-810	kachi	k a tʃ i	0.0	True	0.151785714286
37-5-821-1	37	5-821	uchu	u tʃ u	0.0	False	0.407894736842
37-5-84-1	37	5-840	mishki	m i ʃ k i	0.0	False	0.307926829268
37-5-85-1	37	5-850	mishki	m i ʃ k i	0.0	False	0.79375
37-5-86-1	37	5-860	lichi	l i tʃ i	1.0	False	0.311797752809
37-5-87-1	37	5-870	chawana	tʃ a w a n a	0.0	False	0.0699481865285
37-5-88-1	37	5-880	kizu	k i z u	1.0	False	0.664473684211
37-5-89-1	37	5-890	vira	β i ɾ a	0.0	False	0.486607142857
37-5-9-1	37	5-900	ufiay	u ɸ i a j	0.0	False	0.0791208791209
37-5-91-1	37	5-910	mishki yaku	m i ʃ k i # j a k u	0.0	False	0.319444444444
37-5-92-1	37	5-920	binu	b i n u	1.0	False	0.739406779661
37-5-93-1	37	5-930	serbisa	s e ɾ b i s a	1.0	False	0.677514792899
37-5-94-1	37	5-940	asua	a s u a	0.0	False	0.477272727273
37-5-97-1	37	5-970	lulun	l u l u ŋ	0.0	True	0.0901287553648
37-5-971-1	37	5-971	lulun killu	l u l u n # k i ʒ u	0.0	False	0.0308641975309
37-6-11-1	37	6-110	churajuna	tʃ u ɾ a x u n a	0.0	False	0.0707547169811
37-6-12-1	37	6-120	churajuna	tʃ u ɾ a x u n a	0.0	False	0.197169811321
37-6-21-1	37	6-210	facha	ɸ a tʃ a	0.0	False	0.355731225296
37-6-22-1	37	6-220	milma	m i l m a	0.0	False	0.324257425743
37-6-24-1	37	6-240	algudun	a l g u d u ŋ	1.0	False	0.492957746479
37-6-25-1	37	6-250	seda	s e d a	1.0	False	0.804054054054
37-6-28-1	37	6-280	kara	k a ɾ a	0.0	False	0.293219303604
37-6-29-1	37	6-290	kara	k a ɾ a	0.0	False	0.135278514589
37-6-31-1	37	6-310	puchana	p u tʃ a n a	0.0	False	0.0133214920071
37-6-32-1	37	6-320	sijsi	s i x s i	0.0	False	0.1
37-6-33-1	37	6-330	awana	a w a n a	0.0	False	0.0733137829912
37-6-34-1	37	6-340	tilar	t i l a ɾ	1.0	False	0.164864864865
37-6-35-1	37	6-350	sirana	s i ɾ a n a	0.0	False	0.105263157895
37-6-36-1	37	6-360	awuja	a w u x a	1.0	False	0.374109263658
37-6-37-1	37	6-370	tuksina	t u k s i n a	0.0	False	0.27868852459
37-6-38-1	37	6-380	pucha	p u tʃ a	0.0	False	0.282649253731
37-6-39-1	37	6-390	tiñina	t i ɲ i n a	1.0	False	0.215434083601
37-6-411-1	37	6-411	rwana	ʐ w a n a	0.25	False	0.581081081081
37-7-37-1	37	7-370	chakana	tʃ a k a n a	0.0	False	0.228855721393
37-6-42-1	37	6-420	anaku	a n a k u	0.0	False	0.467741935484
37-6-43-1	37	6-430	shwiter	ʃ w i t e ɾ	1.0	False	0.60752688172
37-6-44-1	37	6-440	kamiza	k a m i z a	1.0	False	0.506034482759
37-6-45-1	37	6-450	walka	w a l k a	0.0	False	0.37037037037
37-6-46-1	37	6-460	anaku	a n a k u	0.0	False	0.609797297297
37-6-48-1	37	6-480	pantalun	p a n d a l u ŋ	1.0	False	0.564516129032
37-6-49-1	37	6-490	midias	m i d i a s	1.0	False	0.684426229508
37-6-51-1	37	6-510	ushuta	u ʃ u t a	0.0	False	0.4516765286
37-6-52-1	37	6-520	butas	b u t a s	1.0	False	0.674496644295
37-6-55-1	37	6-550	muchiju	m u tʃ i x u	0.0	False	0.492307692308
37-6-57-1	37	6-570	chumbi	tʃ u m b i	0.0	False	0.298013245033
37-6-61-1	37	6-610	bulsiku	b u l s i k u	1.0	False	0.599397590361
37-6-62-1	37	6-620	butun	b u t u ŋ	1.0	False	0.585227272727
37-6-73-1	37	6-730	surtijas	s u ɾ t i x a s	1.0	False	0.224137931034
37-6-75-1	37	6-750	walka	w a l k a	0.0	False	0.239
37-6-76-1	37	6-760	muyu	m u j u	0.0	False	0.249057492931
37-6-77-1	37	6-770	sarsillu	s a ɾ s i ʒ u	1.0	False	0.209677419355
37-6-78-1	37	6-780	sinta	s i n d a	1.0	False	0.368131868132
37-6-81-1	37	6-810	panilu	p a n i l u	1.0	False	0.480182926829
37-6-82-1	37	6-820	twalla	t w a ʒ a	1.0	False	0.661417322835
37-6-91-1	37	6-910	ñajcha	ɲ a x tʃ a	0.0	False	0.166666666667
37-6-92-1	37	6-920	sipillu	s i p i ʒ u	1.0	False	0.48417721519
37-6-921-1	37	6-921	chimbana	tʃ i m b a n a	0.0	False	0.217303822938
37-6-94-1	37	6-940	llutana jambi	ʒ u t a n a # x a m b i	0.0	False	0.430722891566
37-6-95-1	37	6-950	jabun	x a b u ŋ	1.0	False	0.778409090909
37-6-96-1	37	6-960	ispiju	i s p i x u	1.0	False	0.39715536105
37-7-11-1	37	7-110	kawsana	k a w s a n a	0.0	False	0.146984924623
37-7-12-1	37	7-120	wasi	w a s i	0.0	True	0.106694560669
37-7-13-1	37	7-130	ujsha wasi	u x ʃ a # w a s i	0.0	False	0.393907563025
37-7-131-1	37	7-131	wirta	w i ɾ t a	0.0	False	0.313775510204
37-7-14-1	37	7-140	tuldu	t u l d u	1.0	False	0.635761589404
37-7-15-1	37	7-150	kancha	k a n dʒ a	0.0	False	0.234716157205
37-7-17-1	37	7-170	yanuna uku	j a n u n a # u k u	0.0	False	0.327669902913
37-7-18-1	37	7-180	tantanajuna wasi	t a n d a n a x u n a # w a s i	0.0	False	0.254385964912
37-7-21-1	37	7-210	uku	u k u	0.0	False	0.514808362369
37-7-22-1	37	7-220	pungu	p u ŋ g u	0.0	False	0.226744186047
37-7-24-1	37	7-240	llabi	ʒ a b i	1.0	False	0.473469387755
37-7-25-1	37	7-250	bintana	b i n d a n a	1.0	False	0.568014705882
37-7-26-1	37	7-260	allpa	a ʒ p a	0.0	False	0.34628975265
37-7-27-1	37	7-270	pirka	p i ɾ k a	0.0	False	0.339694656489
37-7-31-1	37	7-310	tulpa	t u l p a	0.0	False	0.232905982906
37-7-42-1	37	7-420	kama	k a m a	1.0	False	0.386138613861
37-7-421-1	37	7-421	sauna	s a u n a	0.0	False	0.255952380952
37-7-422-1	37	7-422	jatana	x a t a n a	0.0	False	0.478260869565
37-7-43-1	37	7-430	tiyarina	t i j a ɾ i n a	0.0	False	0.469696969697
37-7-44-1	37	7-440	miza	m i z a	1.0	False	0.735408560311
37-7-45-1	37	7-450	lampara	l a m b a ɾ a	1.0	False	0.648866348449
37-7-46-1	37	7-460	bila	b i l a	1.0	False	0.626506024096
37-7-48-1	37	7-480	batiya	b a t i j a	1.0	False	0.309473684211
37-7-51-1	37	7-510	wasikata	w a s i k a t a	0.0	False	0.142574257426
37-7-52-1	37	7-520	ujsha kata	u x ʃ a # k a t a	0.0	False	0.0274390243902
37-7-53-1	37	7-530	kumbrira	k u m b ɾ i ɾ a	1.0	False	0.122950819672
37-7-54-1	37	7-540	biga	b i g a	1.0	False	0.165198237885
37-7-55-1	37	7-550	biga	b i g a	1.0	False	0.302281368821
37-7-56-1	37	7-560	kaspi	k a s p i	0.0	False	0.389097744361
37-7-57-1	37	7-570	tabla	t a b l a	1.0	False	0.375
37-7-58-1	37	7-580	arku	a ɾ k u	1.0	False	0.4609375
37-7-61-1	37	7-610	albañil	a l b a ɲ i l	1.0	False	0.41935483871
37-7-62-1	37	7-620	ladrillu	l a d ɾ i ʒ u	1.0	False	0.664473684211
37-7-64-1	37	7-640	adubi	a d u b i	1.0	False	0.313953488372
37-8-11-1	37	8-110	labradur	l a b ɾ a d u ɾ	1.0	False	0.44347826087
37-8-12-1	37	8-120	chakra	tʃ a k ɾ a	0.0	False	0.190602836879
37-8-13-1	37	8-130	sisa pampa	s i s a # p a m b a	0.0	False	0.461776859504
37-8-15-1	37	8-150	chakrana	tʃ a k ɾ a n a	0.0	False	0.137064534552
37-8-16-1	37	8-160	kincha	k i n dʒ a	0.0	False	0.268292682927
37-8-17-1	37	8-170	sanja	s a n x a	1.0	False	0.483108108108
37-8-21-1	37	8-210	yapuna	j a p u n a	0.0	False	0.261501210654
37-8-212-1	37	8-212	wachu	w a tʃ u	0.0	False	0.189473684211
37-8-22-1	37	8-220	allana	a ʒ a n a	0.0	False	0.10834670947
37-8-23-1	37	8-230	azadun	a z a d u ŋ	1.0	False	0.498626373626
37-8-24-1	37	8-240	pala	p a l a	1.0	False	0.610759493671
37-8-25-1	37	8-250	azadun	a z a d u ŋ	1.0	False	0.291666666667
37-8-26-1	37	8-260	jurkita	x u ɾ k i t a	1.0	False	0.407514450867
37-8-31-1	37	8-310	tarpuna	t a ɾ p u n a	0.0	False	0.0678879310345
37-8-311-1	37	8-311	muyu	m u j u	0.0	True	0.198807157058
37-8-32-1	37	8-320	kuzichana	k u z i tʃ a n a	1.0	False	0.156818181818
37-8-33-1	37	8-330	usis	u s i s	1.0	False	0.522222222222
37-8-34-1	37	8-340	ishkuna	i ʃ k u n a	0.0	False	0.173611111111
37-8-35-1	37	8-350	ira pamba	i ɾ a # p a m b a	0.0	False	0.177966101695
37-8-41-1	37	8-410	kuzicha	k u z i tʃ a	1.0	False	0.272491349481
37-8-42-1	37	8-420	granu	g ɾ a n u	1.0	False	0.390977443609
37-8-43-1	37	8-430	trigu	t ɾ i g u	1.0	False	0.522413793103
37-8-44-1	37	8-440	sibada	s i b a d a	1.0	False	0.548165137615
37-8-45-1	37	8-450	sintinu	s i n d i n u	1.0	False	0.33
37-8-46-1	37	8-460	abina	a b i n a	1.0	False	0.678571428571
37-8-47-1	37	8-470	sara	s a ɾ a	0.0	False	0.39156626506
37-8-48-1	37	8-480	arrusa	a ʐ u s a	1.0	False	0.616666666667
37-8-51-1	37	8-510	jiwa	x i w a	0.0	False	0.173719376392
37-8-52-1	37	8-520	ujsha	u x ʃ a	0.0	False	0.149253731343
37-8-53-1	37	8-530	yura	j u ɾ a	0.0	False	0.358090185676
37-8-531-1	37	8-531	tarpuna	t a ɾ p u n a	0.0	False	0.230198019802
37-8-54-1	37	8-540	sapi	s a p i	0.0	True	0.0558823529412
37-8-55-1	37	8-550	malki	m a l k i	0.0	False	0.171532846715
37-8-56-1	37	8-560	fanga	ɸ a ŋ g a	0.0	True	0.103250478011
37-8-57-1	37	8-570	sisa	s i s a	0.0	False	0.251256281407
37-8-6-1	37	8-600	yura	j u ɾ a	0.0	False	0.252136752137
37-8-64-1	37	8-640	pinu	p i n u	1.0	False	0.414746543779
37-8-67-1	37	8-670	angu	a ŋ g u	0.0	False	0.194087403599
37-8-68-1	37	8-680	tabaku	t a b a k u	1.0	False	0.6640969163
37-8-69-1	37	8-690	chupana	tʃ u p a n a	1.0	False	0.19918699187
37-8-72-1	37	8-720	putu	p u t u	0.0	False	0.11855104281
37-8-73-1	37	8-730	putu	p u t u	0.0	False	0.0976821192053
37-8-74-1	37	8-740	jurkita malki	x u ɾ k i t a # m a l k i	0.0	False	0.136363636364
37-8-75-1	37	8-750	kiru kara	k i ɾ u # k a ɾ a	0.0	True	0.160965794769
37-8-76-1	37	8-760	kiru yaku	k i ɾ u # j a k u	0.0	False	0.198396793587
37-8-81-1	37	8-810	chunta	tʃ u n d a	0.0	False	0.3
37-8-82-1	37	8-820	koku	k o k u	1.0	False	0.492424242424
37-8-84-1	37	8-840	platanu	p l a t a n u	1.0	False	0.621794871795
37-8-91-1	37	8-910	kamuti	k a m u t i	1.0	False	0.347074468085
37-8-92-1	37	8-920	yuka	j u k a	0.0	False	0.426229508197
37-8-93-1	37	8-930	zambu	z a m b u	0.0	False	0.263513513514
37-8-931-1	37	8-931	sapallu	s a p a ʒ u	0.0	False	0.401898734177
37-8-94-1	37	8-940	suru	s u ɾ u	0.0	False	0.358552631579
37-8-941-1	37	8-941	wiru	w i ɾ u	0.0	False	0.253846153846
37-8-97-1	37	8-970	tsini	ts i n i	0.0	False	0.15
37-8-98-1	37	8-980	kallamba	k a ʒ a m b a	0.0	False	0.266666666667
37-9-11-1	37	9-110	rurana	ʐ u ɾ a n a	0.0	True	0.0278323510151
37-9-12-1	37	9-120	trabajana	t ɾ a b a x a n a	1.0	False	0.36197440585
37-9-14-1	37	9-140	patarina	p a t a ɾ i n a	0.0	False	0.125
37-9-15-1	37	9-150	patarina	p a t a ɾ i n a	0.0	False	0.0962264150943
37-9-16-1	37	9-160	watana	w a t a n a	0.0	True	0.121037463977
37-9-161-1	37	9-161	zafana	z a ɸ a n a	1.0	False	0.0824524312896
37-9-18-1	37	9-180	kadena	k a d e n a	1.0	False	0.561752988048
37-9-19-1	37	9-190	waska	w a s k a	0.0	True	0.151865008881
37-9-192-1	37	9-192	muku	m u k u	0.0	False	0.105555555556
37-9-21-1	37	9-210	takana	t a k a n a	0.0	True	0.0448979591837
37-9-211-1	37	9-211	chankana	tʃ a ŋ g a n a	0.0	False	0.218623481781
37-9-22-1	37	9-220	kuchuna	k u tʃ u n a	0.0	False	0.0811584977721
37-9-221-1	37	9-221	urmachina	u ɾ m a tʃ i n a	0.0	False	0.0668316831683
37-9-222-1	37	9-222	kuchuna	k u tʃ u n a	0.0	False	0.0501485884101
37-9-223-1	37	9-223	kuchilluna	k u tʃ i ʒ u n a	0.0	False	0.0971337579618
37-9-23-1	37	9-230	kuchillu	k u tʃ i ʒ u	1.0	False	0.383823529412
37-9-24-1	37	9-240	tijiras	t i x i ɾ a s	1.0	False	0.478346456693
37-9-25-1	37	9-250	jacha	x a tʃ a	1.0	False	0.349397590361
37-9-251-1	37	9-251	aswila	a s w i l a	1.0	False	0.34126984127
37-9-26-1	37	9-260	fakina	ɸ a k i n a	0.0	False	0.0656934306569
37-9-261-1	37	9-261	fakishka	ɸ a k i ʃ k a	0.0	False	0.0912162162162
37-9-27-1	37	9-270	fakina	ɸ a k i n a	0.0	False	0.138089758343
37-9-28-1	37	9-280	likina	l i k i n a	0.0	False	0.0646153846154
37-9-29-1	37	9-290	llushtina	ʒ u ʃ t i n a	0.0	False	0.111524163569
37-9-31-1	37	9-310	jakuna	x a k u n a	0.0	False	0.167525773196
37-9-32-1	37	9-320	suniachina	s u n i a tʃ i n a	0.0	False	0.0852272727273
37-9-33-1	37	9-330	aysana	a j s a n a	0.0	False	0.135859519409
37-9-34-1	37	9-340	shitana	ʃ i t a n a	0.0	False	0.10447761194
37-9-341-1	37	9-341	warkuna	w a ɾ k u n a	0.0	False	0.107859531773
37-9-342-1	37	9-342	ajustana	a x u s t a n a	1.0	False	0.200203252033
37-9-343-1	37	9-343	kapina	k a p i n a	0.0	False	0.181734317343
37-9-35-1	37	9-350	talina	t a l i n a	0.0	False	0.13064516129
37-9-36-1	37	9-360	maillana	m a i ʒ a n a	0.0	False	0.0982142857143
37-9-37-1	37	9-370	fichana	ɸ i tʃ a n a	0.0	False	0.132530120482
37-9-38-1	37	9-380	fichana	ɸ i tʃ a n a	0.0	False	0.177215189873
37-9-422-1	37	9-422	jirraminta	x i ʐ a m i n d a	1.0	False	0.3515625
37-9-43-1	37	9-430	karpinteru	k a ɾ p i n d e ɾ u	1.0	False	0.506944444444
37-9-44-1	37	9-440	wasichina	w a s i tʃ i n a	0.0	False	0.198921105866
37-9-46-1	37	9-460	utujuna	u t u x u n a	0.0	False	0.146341463415
37-9-461-1	37	9-461	utujuna	u t u x u n a	0.0	False	0.0426829268293
37-9-48-1	37	9-480	sirruchu	s i ʐ u tʃ u	1.0	False	0.422619047619
37-9-49-1	37	9-490	martillu	m a ɾ t i ʒ u	1.0	False	0.45145631068
37-9-5-1	37	9-500	klabus	k l a b u s	1.0	False	0.408783783784
37-9-56-1	37	9-560	llutana	ʒ u t a n a	0.0	False	0.417431192661
37-9-6-1	37	9-600	jirriru	x i ʐ i ɾ u	1.0	False	0.29012345679
37-9-64-1	37	9-640	kuri	k u ɾ i	0.0	False	0.574742268041
37-9-65-1	37	9-650	kulqui	k u l q u i	0.0	False	0.508695652174
37-9-66-1	37	9-660	jirru	x i ʐ u	1.0	False	0.586419753086
37-9-67-1	37	9-670	jirru	x i ʐ u	1.0	False	0.272727272727
37-9-71-1	37	9-710	manga rurak	m a ŋ g a # ɾ u ɾ a k	0.0	False	0.169117647059
37-9-72-1	37	9-720	masana	m a s a n a	1.0	False	0.156069364162
37-9-73-1	37	9-730	turu	t u ɾ u	0.0	False	0.0991189427313
37-9-75-1	37	9-750	awana	a w a n a	0.0	False	0.08255243195
37-9-76-1	37	9-760	kanastu	k a n a s t u	1.0	False	0.41592920354
37-9-77-1	37	9-770	ishtira	i ʃ t i ɾ a	1.0	False	0.294520547945
37-9-78-1	37	9-780	shigra	ʃ i g ɾ a	0.75	False	0.487804878049
37-9-79-1	37	9-790	wayrachina	w a j ɾ a tʃ i n a	0.0	False	0.25974025974
37-9-791-1	37	9-791	wayrachina	w a j ɾ a tʃ i n a	0.0	False	0.133333333333
37-9-81-1	37	9-810	llagllana	ʒ a g ʒ a n a	0.0	False	0.265593561368
37-9-82-1	37	9-820	llagllak	ʒ a g ʒ a k	0.0	False	0.21875
37-9-84-1	37	9-840	sinsil	s i n s i l	1.0	False	0.408450704225
37-9-88-1	37	9-880	tiñi	t i ɲ i	1.0	False	0.518375241779
37-9-89-1	37	9-890	tiñina	t i ɲ i n a	1.0	False	0.334608030593
37-10-11-1	37	10-110	juyuchina	x u j u tʃ i n a	0.0	False	0.281914893617
37-10-12-1	37	10-120	tigrarichina	t i g ɾ a ɾ i tʃ i n a	0.0	False	0.148288973384
37-10-13-1	37	10-130	tigrarina	t i g ɾ a ɾ i n a	0.0	False	0.0962837837838
37-10-14-1	37	10-140	pilluna	p i ʒ u n a	0.0	False	0.114583333333
37-10-15-1	37	10-150	pilluna	p i ʒ u n a	0.0	False	0.187125748503
37-10-16-1	37	10-160	kacharina	k a tʃ a ɾ i n a	0.0	False	0.0404131118096
37-10-17-1	37	10-170	kibina	k i b i n a	0.0	False	0.157894736842
37-10-21-1	37	10-210	bitsijana	b i ts i x a n a	0.0	False	0.0111234705228
37-10-22-1	37	10-220	shayachina	ʃ a j a tʃ i n a	0.0	False	0.0868167202572
37-10-23-1	37	10-230	urmana	u ɾ m a n a	0.0	True	0.0541516245487
37-10-24-1	37	10-240	shutuna	ʃ u t u n a	0.0	False	0.0581395348837
37-10-25-1	37	10-250	shitana	ʃ i t a n a	0.0	False	0.0402985074627
37-10-252-1	37	10-252	japina	x a p i n a	0.0	False	0.158069883527
37-10-26-1	37	10-260	chafsina	tʃ a ɸ s i n a	1.0	False	0.172413793103
37-10-32-1	37	10-320	kallpana	k a ʒ p a n a	0.0	False	0.041958041958
37-10-33-1	37	10-330	washajuna	w a ʃ a x u n a	0.0	False	0.100371747212
37-10-34-1	37	10-340	wambuna	w a m b u n a	0.0	False	0.0504484304933
37-10-35-1	37	10-350	wambuna	w a m b u n a	0.0	True	0.103346456693
37-10-352-1	37	10-352	tsirapachina	ts i ɾ a p a tʃ i n a	0.0	False	0.121134020619
37-10-37-1	37	10-370	bulana	b u l a n a	1.0	True	0.13114071607
37-10-38-1	37	10-380	fukuna	ɸ u k u n a	0.0	True	0.0377906976744
37-10-41-1	37	10-410	llukana	ʒ u k a n a	0.0	False	0.1125
37-10-412-1	37	10-412	kungurina	k u ŋ g u ɾ i n a	0.0	False	0.0670731707317
37-10-413-1	37	10-413	kumurina	k u m u ɾ i n a	0.0	False	0.215909090909
37-10-42-1	37	10-420	lluchijana	ʒ u tʃ i x a n a	0.0	False	0.11214953271
37-10-43-1	37	10-430	fawana	ɸ a w a n a	0.0	False	0.0639344262295
37-10-431-1	37	10-431	jaitana	x a i t a n a	0.0	False	0.139805825243
37-10-44-1	37	10-440	tushuna	t u ʃ u n a	0.0	False	0.285714285714
37-10-45-1	37	10-450	purina	p u ɾ i n a	0.0	True	0.0882352941176
37-10-451-1	37	10-451	lisyana	l i s j a n a	1.0	False	0.17032967033
37-10-46-1	37	10-460	kalpana	k a l p a n a	0.0	True	0.0241935483871
37-10-47-1	37	10-470	rina	ʐ i n a	0.0	True	0.0370786516854
37-10-471-1	37	10-471	bitsijana	b i ts i x a n a	0.0	False	0.113764044944
37-10-472-1	37	10-472	bitsijana	b i ts i x a n a	0.0	False	0.0463483146067
37-10-473-1	37	10-473	uriajuna	u ɾ i a x u n a	0.0	False	0.121621621622
37-10-474-1	37	10-474	llujshina	ʒ u x ʃ i n a	0.0	False	0.0277136258661
37-10-48-1	37	10-480	shamuna	ʃ a m u n a	0.0	True	0.0323275862069
37-10-481-1	37	10-481	tigrana	t i g ɾ a n a	0.0	False	0.177480916031
37-10-49-1	37	10-490	rina	ʐ i n a	0.0	False	0.135880267822
37-10-491-1	37	10-491	chingana	tʃ i ŋ g a n a	0.0	False	0.133333333333
37-10-51-1	37	10-510	pakajuna	p a k a x u n a	0.0	False	0.125
37-10-52-1	37	10-520	katina	k a t i n a	0.0	False	0.0715767634855
